Source,Target,Weight,logWeight,Syn,SGN,WxSGN,logWxSGN
VD13,DD06,2,1.69314718055995,electrical,-1,-3,-2.09861228866811
VD13,VA12,6,2.79175946922805,electrical,-1,-8,-3.07944154167984
VD13,VD12,6,2.79175946922805,electrical,-1,-13,-3.56494935746154
HSNL,ASKL,1,1,electrical,-1,-2,-1.69314718055995
HSNL,RIFL,1,1,electrical,-1,-1,-1
HSNL,PVPL,1,1,electrical,-1,-35,-4.55534806148941
HSNL,HSNR,1,1,electrical,-1,-4,-2.38629436111989
HSNR,ASKR,3,2.09861228866811,electrical,-1,-6,-2.79175946922805
HSNR,BDUR,1,1,electrical,-1,-1,-1
HSNR,ALA,1,1,electrical,-1,-14,-3.63905732961526
HSNR,PVNR,2,1.69314718055995,electrical,-1,-8,-3.07944154167984
HSNR,PVPR,1,1,electrical,-1,-1,-1
HSNR,HSNL,1,1,electrical,-1,-6,-2.79175946922805
VC01,PVPR,1,1,electrical,-1,-6,-2.79175946922805
VC01,DD01,1,1,electrical,-1,-5,-2.6094379124341
VC01,VC02,12,3.484906649788,electrical,-1,-5,-2.6094379124341
VC01,VC03,7,2.94591014905531,electrical,-1,-1,-1
VC02,VD01,1,1,electrical,-1,-1,-1
VC02,VC01,12,3.484906649788,electrical,-1,-11,-3.39789527279837
VC02,VC02,1,1,electrical,-1,-1,-1
VC02,VC03,3,2.09861228866811,electrical,-1,-17,-3.83321334405622
VC03,PVT,1,1,electrical,-1,-1,-1
VC03,VC01,7,2.94591014905531,electrical,-1,-2,-1.69314718055995
VC03,VC02,3,2.09861228866811,electrical,-1,-1,-1
VC03,VC04,4,2.38629436111989,electrical,-1,-2,-1.69314718055995
VC04,VC03,4,2.38629436111989,electrical,-1,-4,-2.38629436111989
VC04,VC05,4,2.38629436111989,electrical,-1,-2,-1.69314718055995
VC05,AVFL,1,1,electrical,-1,-6,-2.79175946922805
VC05,VC04,4,2.38629436111989,electrical,-1,-6,-2.79175946922805
