Source,Target,Weight,logWeight,Syn,SGN,WxSGN,logWxSGN
ASGL,AIBL,17,3.83321334405622,chemical,1,2,1.69314718055995
ASGL,AINR,2,1.69314718055995,chemical,1,9,3.19722457733622
ASGR,ASER,3,2.09861228866811,chemical,1,2,1.69314718055995
ASGR,AIAR,51,4.93182563272433,chemical,1,37,4.61091791264422
ASGR,AIBR,20,3.99573227355399,chemical,1,4,2.38629436111989
ASGR,AIYR,1,1,chemical,1,61,5.11087386417331
ASGR,RIFR,14,3.63905732961526,chemical,1,24,4.17805383034795
ASHL,ADFL,6,2.79175946922805,chemical,1,2,1.69314718055995
ASHL,ADLL,6,2.79175946922805,chemical,1,7,2.94591014905531
ASHL,ASKL,1,1,chemical,1,1,1
ASHL,URXL,2,1.69314718055995,chemical,1,1,1
ASHL,AIAL,24,4.17805383034795,chemical,1,2,1.69314718055995
ASHL,AIBL,13,3.56494935746154,chemical,1,19,3.94443897916644
ASHL,AIZL,3,2.09861228866811,chemical,1,1,1
ASHL,ADAL,2,1.69314718055995,chemical,1,12,3.484906649788
ASHL,RIAL,9,3.19722457733622,chemical,1,2,1.69314718055995
ASHL,RIR,4,2.38629436111989,chemical,1,6,2.79175946922805
ASHL,RIPL,4,2.38629436111989,chemical,1,1,1
ASHL,AVFL,2,1.69314718055995,chemical,1,3,2.09861228866811
ASHL,AVHR,2,1.69314718055995,chemical,1,2,1.69314718055995
ASHL,AVAL,15,3.70805020110221,chemical,1,2,1.69314718055995
ASHL,AVAR,1,1,chemical,1,19,3.94443897916644
ASHL,AVBL,14,3.63905732961526,chemical,1,26,4.25809653802148
ASHL,AVDL,7,2.94591014905531,chemical,1,1,1
ASHL,AVDR,20,3.99573227355399,chemical,1,5,2.6094379124341
ASHL,RIML,4,2.38629436111989,chemical,1,1,1
ASHL,HSNL,2,1.69314718055995,chemical,1,1,1
ASHR,ADFR,3,2.09861228866811,chemical,1,1,1
ASHR,ADLR,13,3.56494935746154,chemical,1,3,2.09861228866811
ASHR,ASHR,2,1.69314718055995,chemical,1,3,2.09861228866811
ASHR,AWAR,1,1,chemical,1,9,3.19722457733622
ASHR,AWBL,1,1,chemical,1,9,3.19722457733622
ASHR,AIAR,28,4.3322045101752,chemical,1,5,2.6094379124341
ASHR,AIBR,7,2.94591014905531,chemical,1,12,3.484906649788
ASHR,ADAR,5,2.6094379124341,chemical,1,4,2.38629436111989
ASHR,RIAR,3,2.09861228866811,chemical,1,15,3.70805020110221
ASHR,RMGR,6,2.79175946922805,chemical,1,5,2.6094379124341
ASHR,AVHL,1,1,chemical,1,3,2.09861228866811
ASHR,PVPR,1,1,chemical,1,2,1.69314718055995
ASHR,PVCL,3,2.09861228866811,chemical,1,4,2.38629436111989
ASHR,AVAR,10,3.30258509299405,chemical,1,7,2.94591014905531
ASHR,AVBR,6,2.79175946922805,chemical,1,1,1
ASHR,AVDL,27,4.29583686600433,chemical,1,1,1
ASHR,AVDR,2,1.69314718055995,chemical,1,1,1
ASHR,AVER,7,2.94591014905531,chemical,1,8,3.07944154167984
ASHR,SMBVR,7,2.94591014905531,chemical,1,22,4.09104245335832
ASHR,HSNL,4,2.38629436111989,chemical,1,27,4.29583686600433
ASHR,HSNR,5,2.6094379124341,chemical,1,1,1
ASIL,ADFL,1,1,chemical,1,1,1
ASIL,ASER,8,3.07944154167984,chemical,1,5,2.6094379124341
ASIL,ASGL,3,2.09861228866811,chemical,1,2,1.69314718055995
ASIL,ASKL,3,2.09861228866811,chemical,1,6,2.79175946922805
ASIL,AWAR,2,1.69314718055995,chemical,1,2,1.69314718055995
ASIL,AWCL,3,2.09861228866811,chemical,1,2,1.69314718055995
ASIL,AWCR,4,2.38629436111989,chemical,1,3,2.09861228866811
ASIL,CEPVR,1,1,chemical,1,3,2.09861228866811
ASIL,AIAL,2,1.69314718055995,chemical,1,8,3.07944154167984
ASIL,AIBL,3,2.09861228866811,chemical,1,3,2.09861228866811
ASIL,AIYL,3,2.09861228866811,chemical,1,7,2.94591014905531
ASIL,AIYR,2,1.69314718055995,chemical,1,26,4.25809653802148
ASIL,AIZL,1,1,chemical,1,3,2.09861228866811
ASIL,RIAL,3,2.09861228866811,chemical,1,2,1.69314718055995
ASIL,RIBL,1,1,chemical,1,5,2.6094379124341
ASIL,RMFL,1,1,chemical,1,1,1
ASIL,SAAVL,2,1.69314718055995,chemical,1,1,1
ASIR,ADLR,1,1,chemical,1,4,2.38629436111989
ASIR,ASEL,2,1.69314718055995,chemical,1,1,1
ASIR,ASER,2,1.69314718055995,chemical,1,1,1
ASIR,ASGR,3,2.09861228866811,chemical,1,25,4.2188758248682
ASIR,ASHR,2,1.69314718055995,chemical,1,3,2.09861228866811
ASIR,AWAR,1,1,chemical,1,1,1
ASIR,AWCL,2,1.69314718055995,chemical,1,4,2.38629436111989
ASIR,AWCR,5,2.6094379124341,chemical,1,1,1
ASIR,CEPVR,1,1,chemical,1,29,4.36729582998647
ASIR,AIAL,1,1,chemical,1,2,1.69314718055995
ASIR,AIAR,4,2.38629436111989,chemical,1,1,1
ASIR,AIBR,3,2.09861228866811,chemical,1,5,2.6094379124341
ASJL,ASJR,1,1,chemical,1,10,3.30258509299405
ASJL,ASKL,12,3.484906649788,chemical,1,1,1
ASJL,ASKR,1,1,chemical,1,1,1
ASJL,CEPDL,1,1,chemical,1,4,2.38629436111989
ASJL,ALA,3,2.09861228866811,chemical,1,9,3.19722457733622
ASJL,PVQL,34,4.52636052461616,chemical,1,1,1
ASJL,HSNL,1,1,chemical,1,6,2.79175946922805
ASJL,HSNR,1,1,chemical,1,35,4.55534806148941
ASJR,ASKR,12,3.484906649788,chemical,1,4,2.38629436111989
ASJR,PVQR,19,3.94443897916644,chemical,1,1,1
ASJR,HSNR,1,1,chemical,1,6,2.79175946922805
ASKL,ASER,4,2.38629436111989,chemical,1,10,3.30258509299405
ASKL,ASJL,1,1,chemical,1,2,1.69314718055995
ASKL,AIAL,29,4.36729582998647,chemical,1,2,1.69314718055995
ASKL,AIBL,9,3.19722457733622,chemical,1,1,1
ASKL,AIML,5,2.6094379124341,chemical,1,10,3.30258509299405
ASKR,ADLR,3,2.09861228866811,chemical,1,5,2.6094379124341
ASKR,ASER,1,1,chemical,1,5,2.6094379124341
ASKR,ASGR,1,1,chemical,1,2,1.69314718055995
ASKR,AWAR,2,1.69314718055995,chemical,1,4,2.38629436111989
ASKR,CEPVR,2,1.69314718055995,chemical,1,6,2.79175946922805
ASKR,AIAL,1,1,chemical,1,6,2.79175946922805
ASKR,AIAR,35,4.55534806148941,chemical,1,33,4.49650756146648
ASKR,AIBR,2,1.69314718055995,chemical,1,2,1.69314718055995
ASKR,AIMR,5,2.6094379124341,chemical,1,4,2.38629436111989
ASKR,ALA,1,1,chemical,1,10,3.30258509299405
ASKR,RIFR,1,1,chemical,1,1,1
ASKR,HSNL,1,1,chemical,1,3,2.09861228866811
AWAL,ASEL,7,2.94591014905531,chemical,1,1,1
AWAL,ASGL,1,1,chemical,1,1,1
AWAL,ASHL,2,1.69314718055995,chemical,1,2,1.69314718055995
AWAL,AWBL,9,3.19722457733622,chemical,1,7,2.94591014905531
AWAL,AFDL,7,2.94591014905531,chemical,1,16,3.77258872223978
AWAL,AIYL,3,2.09861228866811,chemical,1,1,1
AWAL,AIZL,23,4.13549421592915,chemical,1,5,2.6094379124341
AWAL,ADAL,2,1.69314718055995,chemical,1,6,2.79175946922805
AWAR,ADFR,9,3.19722457733622,chemical,1,5,2.6094379124341
AWAR,ASER,5,2.6094379124341,chemical,1,21,4.04452243772342
AWAR,ASGR,1,1,chemical,1,1,1
AWAR,ASIL,2,1.69314718055995,chemical,1,1,1
AWAR,AWBR,3,2.09861228866811,chemical,1,56,5.02535169073515
AWAR,AFDR,23,4.13549421592915,chemical,1,6,2.79175946922805
AWAR,AUAR,1,1,chemical,1,10,3.30258509299405
AWAR,AIAR,3,2.09861228866811,chemical,1,3,2.09861228866811
AWAR,AIYR,8,3.07944154167984,chemical,1,2,1.69314718055995
AWAR,AIZR,25,4.2188758248682,chemical,1,2,1.69314718055995
AWAR,RIFR,5,2.6094379124341,chemical,1,3,2.09861228866811
AWAR,RIGR,6,2.79175946922805,chemical,1,16,3.77258872223978
AWAR,RIR,2,1.69314718055995,chemical,1,4,2.38629436111989
AWBL,ADFL,25,4.2188758248682,chemical,1,1,1
AWBL,ASEL,1,1,chemical,1,1,1
AWBL,ASHL,2,1.69314718055995,chemical,1,1,1
AWBL,AWAL,2,1.69314718055995,chemical,1,1,1
AWBL,AWCL,1,1,chemical,1,1,1
AWBL,AIAL,4,2.38629436111989,chemical,1,1,1
AWBL,AIBR,1,1,chemical,1,2,1.69314718055995
AWBL,AIYL,1,1,chemical,1,11,3.39789527279837
AWBL,AIZL,15,3.70805020110221,chemical,1,1,1
AWBL,RIAL,10,3.30258509299405,chemical,1,1,1
AWBL,RIGL,2,1.69314718055995,chemical,1,1,1
AWBL,AVHR,2,1.69314718055995,chemical,1,1,1
AWBL,AVBL,2,1.69314718055995,chemical,1,2,1.69314718055995
AWBL,SMBDL,2,1.69314718055995,chemical,1,13,3.56494935746154
AWBL,SMBVL,3,2.09861228866811,chemical,1,4,2.38629436111989
AWBL,HSNL,1,1,chemical,1,47,4.85014760171006
AWBR,ADFR,7,2.94591014905531,chemical,1,5,2.6094379124341
AWBR,ASER,1,1,chemical,1,2,1.69314718055995
AWBR,ASGR,1,1,chemical,1,2,1.69314718055995
AWBR,ASHR,2,1.69314718055995,chemical,1,1,1
AWBR,OLQVR,1,1,chemical,1,1,1
AWBR,URYVR,1,1,chemical,1,2,1.69314718055995
AWBR,AIYR,1,1,chemical,1,17,3.83321334405622
AWBR,AIZR,8,3.07944154167984,chemical,1,7,2.94591014905531
AWBR,AIMR,1,1,chemical,1,3,2.09861228866811
AWBR,RIAR,3,2.09861228866811,chemical,1,8,3.07944154167984
AWBR,RIFR,1,1,chemical,1,2,1.69314718055995
AWBR,RIR,7,2.94591014905531,chemical,1,7,2.94591014905531
AWBR,AVBR,2,1.69314718055995,chemical,1,3,2.09861228866811
AWBR,HSNL,2,1.69314718055995,chemical,1,1,1
AWBR,HSNR,2,1.69314718055995,chemical,1,1,1
AWCL,ASER,1,1,chemical,1,11,3.39789527279837
AWCL,ASGR,1,1,chemical,1,2,1.69314718055995
AWCL,ASIL,1,1,chemical,1,3,2.09861228866811
AWCL,AWCR,11,3.39789527279837,chemical,1,5,2.6094379124341
AWCL,AFDL,2,1.69314718055995,chemical,1,4,2.38629436111989
AWCL,AIAL,2,1.69314718055995,chemical,1,2,1.69314718055995
AWCL,AIAR,4,2.38629436111989,chemical,1,1,1
AWCL,AIBL,12,3.484906649788,chemical,1,1,1
AWCL,AIBR,2,1.69314718055995,chemical,1,1,1
AWCL,AIYL,22,4.09104245335832,chemical,1,2,1.69314718055995
AWCL,AIZL,1,1,chemical,1,1,1
AWCL,RIAL,6,2.79175946922805,chemical,1,4,2.38629436111989
AWCL,AVAL,1,1,chemical,1,2,1.69314718055995
AWCL,SMDVL,1,1,chemical,1,6,2.79175946922805
AWCR,ADFR,1,1,chemical,1,4,2.38629436111989
AWCR,ASEL,8,3.07944154167984,chemical,1,4,2.38629436111989
AWCR,ASER,5,2.6094379124341,chemical,1,1,1
AWCR,ASGR,3,2.09861228866811,chemical,1,1,1
AWCR,ASHR,1,1,chemical,1,2,1.69314718055995
AWCR,ASIL,2,1.69314718055995,chemical,1,5,2.6094379124341
AWCR,ASIR,2,1.69314718055995,chemical,1,10,3.30258509299405
AWCR,AWCL,17,3.83321334405622,chemical,1,1,1
AWCR,IL2L,2,1.69314718055995,chemical,1,2,1.69314718055995
AWCR,AIAL,1,1,chemical,1,3,2.09861228866811
AWCR,AIAR,8,3.07944154167984,chemical,1,4,2.38629436111989
AWCR,AIBL,3,2.09861228866811,chemical,1,3,2.09861228866811
AWCR,AIBR,18,3.89037175789616,chemical,1,4,2.38629436111989
AWCR,AIYL,12,3.484906649788,chemical,1,2,1.69314718055995
AWCR,AIYR,22,4.09104245335832,chemical,1,1,1
AWCR,RIAL,3,2.09861228866811,chemical,1,1,1
AWCR,RIVL,3,2.09861228866811,chemical,1,1,1
AFDL,ASEL,1,1,chemical,1,2,1.69314718055995
AFDL,ASER,1,1,chemical,1,1,1
AFDL,AWBL,4,2.38629436111989,chemical,1,3,2.09861228866811
AFDL,AFDL,1,1,chemical,1,3,2.09861228866811
AFDL,AIBL,1,1,chemical,1,1,1
AFDL,AIYL,25,4.2188758248682,chemical,1,1,1
AFDL,AINR,3,2.09861228866811,chemical,1,11,3.39789527279837
AFDR,ASEL,1,1,chemical,1,10,3.30258509299405
AFDR,ASER,4,2.38629436111989,chemical,1,2,1.69314718055995
AFDR,AFDL,1,1,chemical,1,5,2.6094379124341
AFDR,AIYR,29,4.36729582998647,chemical,1,2,1.69314718055995
IL1DL,IL2DL,1,1,chemical,1,1,1
IL1DL,RIPL,11,3.39789527279837,chemical,1,2,1.69314718055995
IL1DL,RMDDR,3,2.09861228866811,chemical,1,3,2.09861228866811
IL1DL,RMDVL,3,2.09861228866811,chemical,1,1,1
IL1DL,RMEL,1,1,chemical,1,2,1.69314718055995
IL1DL,URADL,10,3.30258509299405,chemical,1,3,2.09861228866811
IL1DL,SIBDL,3,2.09861228866811,chemical,1,3,2.09861228866811
IL1DR,IL1DR,1,1,chemical,1,1,1
IL1DR,IL1R,2,1.69314718055995,chemical,1,3,2.09861228866811
IL1DR,IL2DR,5,2.6094379124341,chemical,1,1,1
IL1DR,OLLR,1,1,chemical,1,2,1.69314718055995
IL1DR,URYDR,2,1.69314718055995,chemical,1,9,3.19722457733622
IL1DR,RIPR,28,4.3322045101752,chemical,1,3,2.09861228866811
IL1DR,PVR,5,2.6094379124341,chemical,1,2,1.69314718055995
IL1DR,RMDDL,11,3.39789527279837,chemical,1,9,3.19722457733622
IL1DR,RMDVR,32,4.46573590279973,chemical,1,2,1.69314718055995
IL1DR,URADR,8,3.07944154167984,chemical,1,2,1.69314718055995
IL1L,IL2L,1,1,chemical,1,1,1
IL1L,OLLL,1,1,chemical,1,2,1.69314718055995
IL1L,RMGL,1,1,chemical,1,2,1.69314718055995
IL1L,URBL,1,1,chemical,1,2,1.69314718055995
IL1L,AVER,5,2.6094379124341,chemical,1,1,1
IL1L,RMDDL,20,3.99573227355399,chemical,1,1,1
IL1L,RMDL,3,2.09861228866811,chemical,1,8,3.07944154167984
IL1L,RMDR,9,3.19722457733622,chemical,1,2,1.69314718055995
IL1L,RMDVL,22,4.09104245335832,chemical,1,1,1
IL1L,RMDVR,5,2.6094379124341,chemical,1,14,3.63905732961526
IL1L,RMER,4,2.38629436111989,chemical,1,5,2.6094379124341
IL1L,URAVL,4,2.38629436111989,chemical,1,3,2.09861228866811
IL1R,OLLR,1,1,chemical,1,2,1.69314718055995
IL1R,URXR,1,1,chemical,1,3,2.09861228866811
IL1R,AVEL,2,1.69314718055995,chemical,1,67,5.20469261939097
IL1R,AVER,5,2.6094379124341,chemical,1,51,4.93182563272433
IL1R,RMDDL,8,3.07944154167984,chemical,1,42,4.73766961828337
IL1R,RMDDR,12,3.484906649788,chemical,1,1,1
IL1R,RMDL,11,3.39789527279837,chemical,1,1,1
IL1R,RMDR,4,2.38629436111989,chemical,1,1,1
IL1R,RMDVL,8,3.07944154167984,chemical,1,1,1
IL1R,RMDVR,17,3.83321334405622,chemical,1,2,1.69314718055995
IL1R,RMEL,5,2.6094379124341,chemical,1,4,2.38629436111989
IL1R,RMHL,3,2.09861228866811,chemical,1,2,1.69314718055995
IL1VL,IL1L,3,2.09861228866811,chemical,1,1,1
IL1VL,IL1VL,5,2.6094379124341,chemical,1,1,1
IL1VL,OLQVL,2,1.69314718055995,chemical,1,1,1
IL1VL,URYVL,4,2.38629436111989,chemical,1,1,1
IL1VL,RIPL,13,3.56494935746154,chemical,1,7,2.94591014905531
IL1VL,AVL,1,1,chemical,1,70,5.24849524204936
IL1VL,RMDDL,30,4.40119738166216,chemical,1,1,1
IL1VL,RMDVR,3,2.09861228866811,chemical,1,50,4.91202300542815
IL1VL,RMHL,1,1,chemical,1,60,5.0943445622221
IL1VL,URAVL,4,2.38629436111989,chemical,1,1,1
IL1VR,IL1R,4,2.38629436111989,chemical,1,1,1
IL1VR,IL2VR,2,1.69314718055995,chemical,1,4,2.38629436111989
IL1VR,OLQVR,5,2.6094379124341,chemical,1,2,1.69314718055995
IL1VR,OLLR,1,1,chemical,1,1,1
IL1VR,RIPR,16,3.77258872223978,chemical,1,3,2.09861228866811
IL1VR,RMDDR,40,4.68887945411394,chemical,1,12,3.484906649788
IL1VR,RMDVL,5,2.6094379124341,chemical,1,10,3.30258509299405
IL1VR,URAVR,4,2.38629436111989,chemical,1,53,4.97029191355212
IL2DL,IL1DL,17,3.83321334405622,chemical,1,29,4.36729582998647
IL2DL,IL2DL,2,1.69314718055995,chemical,1,11,3.39789527279837
IL2DL,OLQDL,2,1.69314718055995,chemical,1,4,2.38629436111989
IL2DL,AUAL,2,1.69314718055995,chemical,1,4,2.38629436111989
IL2DL,RIBL,1,1,chemical,1,1,1
IL2DL,RIH,2,1.69314718055995,chemical,1,3,2.09861228866811
IL2DL,RIPL,28,4.3322045101752,chemical,1,26,4.25809653802148
IL2DL,AVBR,2,1.69314718055995,chemical,1,35,4.55534806148941
IL2DL,RMED,2,1.69314718055995,chemical,1,24,4.17805383034795
IL2DL,RMEL,11,3.39789527279837,chemical,1,21,4.04452243772342
IL2DL,RMER,8,3.07944154167984,chemical,1,3,2.09861228866811
IL2DL,RMEV,1,1,chemical,1,1,1
IL2DL,RMHL,1,1,chemical,1,1,1
IL2DL,URADL,8,3.07944154167984,chemical,1,2,1.69314718055995
IL2DR,IL1DR,28,4.3322045101752,chemical,1,1,1
IL2DR,OLQDR,2,1.69314718055995,chemical,1,2,1.69314718055995
IL2DR,CEPDR,2,1.69314718055995,chemical,1,5,2.6094379124341
IL2DR,RICL,1,1,chemical,1,50,4.91202300542815
IL2DR,RICR,2,1.69314718055995,chemical,1,3,2.09861228866811
IL2DR,RIPL,1,1,chemical,1,25,4.2188758248682
IL2DR,RIPR,43,4.76120011569356,chemical,1,3,2.09861228866811
IL2DR,RMED,3,2.09861228866811,chemical,1,28,4.3322045101752
IL2DR,RMEL,12,3.484906649788,chemical,1,1,1
IL2DR,RMER,11,3.39789527279837,chemical,1,34,4.52636052461616
IL2DR,RMEV,5,2.6094379124341,chemical,1,1,1
IL2DR,URADR,5,2.6094379124341,chemical,1,17,3.83321334405622
IL2L,IL1L,6,2.79175946922805,chemical,1,10,3.30258509299405
IL2L,OLQDL,20,3.99573227355399,chemical,1,4,2.38629436111989
IL2L,OLQVL,19,3.94443897916644,chemical,1,4,2.38629436111989
IL2L,URXL,3,2.09861228866811,chemical,1,2,1.69314718055995
IL2L,ADEL,6,2.79175946922805,chemical,1,3,2.09861228866811
IL2L,RICL,1,1,chemical,1,1,1
IL2L,RIH,25,4.2188758248682,chemical,1,8,3.07944154167984
IL2L,AVEL,2,1.69314718055995,chemical,1,4,2.38629436111989
IL2L,RMDL,5,2.6094379124341,chemical,1,3,2.09861228866811
IL2L,RMDR,3,2.09861228866811,chemical,1,2,1.69314718055995
IL2L,RMER,10,3.30258509299405,chemical,1,3,2.09861228866811
IL2L,RMEV,5,2.6094379124341,chemical,1,1,1
IL2L,URAVL,2,1.69314718055995,chemical,1,15,3.70805020110221
