Source,Target,Weight,logWeight,Syn,exin
ADLR,RICR,5,2.6094379124341,chemical,1
ADLR,RIFR,2,1.69314718055995,chemical,1
ADLR,URBR,6,2.79175946922805,chemical,1
ADLR,RIPR,2,1.69314718055995,chemical,1
ADLR,AVJL,2,1.69314718055995,chemical,1
ADLR,AVJR,3,2.09861228866811,chemical,1
ADLR,PVCL,3,2.09861228866811,chemical,1
ADLR,AVAR,8,3.07944154167984,chemical,1
ADLR,AVBL,3,2.09861228866811,chemical,1
ADLR,AVBR,7,2.94591014905531,chemical,1
ADLR,AVDL,26,4.25809653802148,chemical,1
ADLR,AVDR,3,2.09861228866811,chemical,1
ADLR,SIBVL,2,1.69314718055995,chemical,1
ADLR,SMBVR,5,2.6094379124341,chemical,1
ADLR,ADLL,6,2.79175946922805,electrical,1
ADLR,ASGR,1,1,electrical,1
ADLR,ASKR,1,1,electrical,1
AFDL,ASEL,1,1,chemical,1
AFDL,ASER,1,1,chemical,1
AFDL,AWBL,4,2.38629436111989,chemical,1
AFDL,AFDL,1,1,chemical,1
AFDL,AIBL,1,1,chemical,1
AFDL,AIYL,25,4.2188758248682,chemical,1
AFDL,AINR,3,2.09861228866811,chemical,1
AFDL,ADFL,3,2.09861228866811,electrical,1
AFDL,ASEL,6,2.79175946922805,electrical,1
AFDL,AFDR,1,1,electrical,1
AFDL,AIBL,2,1.69314718055995,electrical,1
AFDL,AIYL,2,1.69314718055995,electrical,1
AFDL,URBL,9,3.19722457733622,electrical,1
AFDL,AVEL,1,1,electrical,1
AFDR,ASEL,1,1,chemical,1
AFDR,ASER,4,2.38629436111989,chemical,1
AFDR,AFDL,1,1,chemical,1
AFDR,AIYR,29,4.36729582998647,chemical,1
AFDR,ADFR,5,2.6094379124341,electrical,1
AFDR,ASEL,2,1.69314718055995,electrical,1
AFDR,ASER,1,1,electrical,1
AFDR,ASHR,4,2.38629436111989,electrical,1
AFDR,AWCR,3,2.09861228866811,electrical,1
AFDR,AFDL,1,1,electrical,1
AFDR,URBR,2,1.69314718055995,electrical,1
AFDR,RMDVR,1,1,electrical,1
AIAL,ADFL,2,1.69314718055995,chemical,1
AIAL,ADLL,1,1,chemical,1
AIAL,ASEL,5,2.6094379124341,chemical,1
AIAL,ASER,10,3.30258509299405,chemical,1
AIAL,ASGL,1,1,chemical,1
AIAL,ASHL,1,1,chemical,1
AIAL,ASJL,4,2.38629436111989,chemical,1
AIAL,ASKL,9,3.19722457733622,chemical,1
AIAL,AWCL,1,1,chemical,1
AIAL,AWCR,6,2.79175946922805,chemical,1
AIAL,AIBL,35,4.55534806148941,chemical,1
AIAL,AIZL,4,2.38629436111989,chemical,1
AIAL,ADAL,1,1,chemical,1
AIAL,AIML,6,2.79175946922805,chemical,1
AIAL,RIFL,10,3.30258509299405,chemical,1
AIAL,RIR,2,1.69314718055995,chemical,1
AIAL,RMGL,2,1.69314718055995,chemical,1
AIAL,PVQL,1,1,chemical,1
AIAL,ASIL,1,1,electrical,1
AIAL,ASIR,2,1.69314718055995,electrical,1
AIAL,ASJL,1,1,electrical,1
AIAL,ASKL,2,1.69314718055995,electrical,1
AIAL,AWBL,1,1,electrical,1
AIAL,AWCR,1,1,electrical,1
AIAL,AIAR,7,2.94591014905531,electrical,1
AIAL,AIBL,5,2.6094379124341,electrical,1
AIAR,ADLR,10,3.30258509299405,chemical,1
AIAR,ASER,5,2.6094379124341,chemical,1
AIAR,ASGR,5,2.6094379124341,chemical,1
AIAR,ASIR,2,1.69314718055995,chemical,1
AIAR,AWAR,4,2.38629436111989,chemical,1
AIAR,AWCL,6,2.79175946922805,chemical,1
AIAR,AWCR,6,2.79175946922805,chemical,1
AIAR,AIBR,33,4.49650756146648,chemical,1
AIAR,AIZR,2,1.69314718055995,chemical,1
AIAR,ADAR,4,2.38629436111989,chemical,1
AIAR,RIFR,10,3.30258509299405,chemical,1
AIAR,ADFR,4,2.38629436111989,electrical,1
AIAR,ASGR,3,2.09861228866811,electrical,1
AIAR,ASHR,1,1,electrical,1
AIAR,ASIR,3,2.09861228866811,electrical,1
AIAR,ASKR,1,1,electrical,1
AIAR,AWAR,3,2.09861228866811,electrical,1
AIAR,AWCR,1,1,electrical,1
AIAR,AIAL,7,2.94591014905531,electrical,1
AIAR,AIAR,2,1.69314718055995,electrical,1
AIBL,ASHL,1,1,chemical,1
AIBL,ASHR,3,2.09861228866811,chemical,1
AIBL,IL2DR,1,1,chemical,1
AIBL,FLPL,1,1,chemical,1
AIBL,AIBL,2,1.69314718055995,chemical,1
AIBL,AIZR,7,2.94591014905531,chemical,1
AIBL,RIBR,16,3.77258872223978,chemical,1
AIBL,RIFL,1,1,chemical,1
AIBL,RIGR,5,2.6094379124341,chemical,1
AIBL,RMFR,6,2.79175946922805,chemical,1
AIBL,AVAL,5,2.6094379124341,chemical,1
AIBL,AVBL,21,4.04452243772342,chemical,1
AIBL,AVEL,1,1,chemical,1
AIBL,RIML,1,1,chemical,1
AIBL,RIMR,56,5.02535169073515,chemical,1
AIBL,SAADL,6,2.79175946922805,chemical,1
AIBL,SAADR,10,3.30258509299405,chemical,1
AIBL,SAAVL,3,2.09861228866811,chemical,1
AIBL,SIADR,2,1.69314718055995,chemical,1
AIBL,SIAVR,2,1.69314718055995,chemical,1
AIBL,SIBDR,3,2.09861228866811,chemical,1
AIBL,SMDDR,16,3.77258872223978,chemical,1
AIBL,SMDVR,4,2.38629436111989,chemical,1
AIBL,ASKL,1,1,electrical,1
AIBL,AFDL,2,1.69314718055995,electrical,1
AIBL,FLPL,1,1,electrical,1
AIBL,SDQR,1,1,electrical,1
AIBL,AIAL,5,2.6094379124341,electrical,1
AIBL,AIZR,4,2.38629436111989,electrical,1
AIBL,RIGR,3,2.09861228866811,electrical,1
AIBL,RIS,1,1,electrical,1
AIBL,DVC,2,1.69314718055995,electrical,1
AIBL,RIMR,1,1,electrical,1
AIBL,RMED,2,1.69314718055995,electrical,1
AIBL,SIADR,1,1,electrical,1
AIBL,SMDDR,1,1,electrical,1
AIBR,ADLR,1,1,chemical,1
AIBR,AWCR,1,1,chemical,1
AIBR,AQR,1,1,chemical,1
AIBR,AUAL,1,1,chemical,1
AIBR,AIAR,1,1,chemical,1
AIBR,AIYR,1,1,chemical,1
AIBR,RIAL,2,1.69314718055995,chemical,1
AIBR,RIBL,11,3.39789527279837,chemical,1
AIBR,RICR,1,1,chemical,1
AIBR,RIGL,1,1,chemical,1
AIBR,RMFL,1,1,chemical,1
AIBR,DVA,1,1,chemical,1
AIBR,AVAR,2,1.69314718055995,chemical,1
AIBR,AVBR,13,3.56494935746154,chemical,1
AIBR,AVEL,4,2.38629436111989,chemical,1
AIBR,RIML,47,4.85014760171006,chemical,1
AIBR,RIMR,5,2.6094379124341,chemical,1
AIBR,SAADL,2,1.69314718055995,chemical,1
AIBR,SAADR,2,1.69314718055995,chemical,1
AIBR,SAAVR,1,1,chemical,1
AIBR,SIADL,1,1,chemical,1
AIBR,SIBVR,2,1.69314718055995,chemical,1
AIBR,SMDDL,17,3.83321334405622,chemical,1
AIBR,SMDVL,7,2.94591014905531,chemical,1
AIBR,VB01,3,2.09861228866811,chemical,1
AIBR,ASKR,3,2.09861228866811,electrical,1
AIBR,AIZL,3,2.09861228866811,electrical,1
AIBR,RICR,1,1,electrical,1
AIBR,RIGL,3,2.09861228866811,electrical,1
AIBR,RIS,3,2.09861228866811,electrical,1
AIBR,DVC,9,3.19722457733622,electrical,1
AIBR,PVPL,2,1.69314718055995,electrical,1
AIBR,PVT,1,1,electrical,1
AIBR,RIML,2,1.69314718055995,electrical,1
AIBR,RIVR,3,2.09861228866811,electrical,1
AIBR,SIAVL,1,1,electrical,1
AIBR,SMDDL,2,1.69314718055995,electrical,1
AIML,ASGL,8,3.07944154167984,chemical,1
AIML,ASJL,2,1.69314718055995,chemical,1
AIML,ASKL,7,2.94591014905531,chemical,1
AIML,CEPDL,3,2.09861228866811,chemical,1
AIML,ALML,1,1,chemical,1
AIML,URXL,1,1,chemical,1
AIML,AIAL,11,3.39789527279837,chemical,1
AIML,RIFL,2,1.69314718055995,chemical,1
AIML,RMGL,3,2.09861228866811,chemical,1
AIML,AVFL,5,2.6094379124341,chemical,1
AIML,AVFR,4,2.38629436111989,chemical,1
AIML,AVHL,2,1.69314718055995,chemical,1
AIML,AVHR,1,1,chemical,1
AIML,AVJL,1,1,chemical,1
AIML,PVQL,1,1,chemical,1
AIML,RID,2,1.69314718055995,chemical,1
AIML,AVDL,1,1,chemical,1
AIML,SMBVL,4,2.38629436111989,chemical,1
AIML,ASGL,1,1,electrical,1
AIML,SIBVR,1,1,electrical,1
AIMR,ADFR,2,1.69314718055995,chemical,1
AIMR,ASGR,6,2.79175946922805,chemical,1
AIMR,ASJR,4,2.38629436111989,chemical,1
AIMR,ASKR,4,2.38629436111989,chemical,1
AIMR,OLQDR,1,1,chemical,1
AIMR,CEPVR,1,1,chemical,1
AIMR,BDUR,2,1.69314718055995,chemical,1
AIMR,URXR,5,2.6094379124341,chemical,1
AIMR,AIAR,10,3.30258509299405,chemical,1
AIMR,AIMR,1,1,chemical,1
AIMR,ALA,2,1.69314718055995,chemical,1
AIMR,RIFR,3,2.09861228866811,chemical,1
AIMR,RMGR,4,2.38629436111989,chemical,1
AIMR,AVFL,3,2.09861228866811,chemical,1
AIMR,AVFR,4,2.38629436111989,chemical,1
AIMR,AVHR,2,1.69314718055995,chemical,1
AIMR,AVJR,1,1,chemical,1
AIMR,PVNR,1,1,chemical,1
AIMR,AVAR,1,1,chemical,1
AIMR,AVDR,2,1.69314718055995,chemical,1
AIMR,RMDR,1,1,chemical,1
AIMR,HSNL,3,2.09861228866811,chemical,1
AIMR,HSNR,3,2.09861228866811,chemical,1
AIMR,ASJR,1,1,electrical,1
AIMR,CEPVR,1,1,electrical,1
AIMR,AVKR,3,2.09861228866811,electrical,1
AIMR,SMBVR,1,1,electrical,1
AINL,ASEL,1,1,chemical,1
AINL,ASGR,1,1,chemical,1
AINL,ASIL,11,3.39789527279837,chemical,1
AINL,AFDR,10,3.30258509299405,chemical,1
AINL,CEPVR,2,1.69314718055995,chemical,1
AINL,BAGL,5,2.6094379124341,chemical,1
AINL,AUAR,2,1.69314718055995,chemical,1
AINL,AIAR,1,1,chemical,1
AINL,RIBL,2,1.69314718055995,chemical,1
AINL,RIBR,3,2.09861228866811,chemical,1
AINL,RMFL,1,1,chemical,1
AINL,RID,2,1.69314718055995,chemical,1
AINL,RMDVL,3,2.09861228866811,chemical,1
AINL,SAAVL,3,2.09861228866811,chemical,1
AINL,ASGR,1,1,electrical,1
AINL,AUAR,1,1,electrical,1
AINL,ADEL,2,1.69314718055995,electrical,1
AINL,AINR,1,1,electrical,1
AINR,ASEL,1,1,chemical,1
AINR,ASER,3,2.09861228866811,chemical,1
AINR,ASGL,1,1,chemical,1
AINR,AWCL,2,1.69314718055995,chemical,1
AINR,AFDL,9,3.19722457733622,chemical,1
AINR,AFDR,3,2.09861228866811,chemical,1
AINR,CEPDL,2,1.69314718055995,chemical,1
AINR,BAGR,9,3.19722457733622,chemical,1
AINR,URXL,2,1.69314718055995,chemical,1
AINR,URXR,2,1.69314718055995,chemical,1
AINR,AUAL,1,1,chemical,1
AINR,AUAR,2,1.69314718055995,chemical,1
AINR,AIAL,2,1.69314718055995,chemical,1
AINR,AIBL,2,1.69314718055995,chemical,1
AINR,AINL,1,1,chemical,1
AINR,AINR,1,1,chemical,1
AINR,RIBL,8,3.07944154167984,chemical,1
AINR,RID,2,1.69314718055995,chemical,1
AINR,ASGL,1,1,electrical,1
AINR,ASIL,1,1,electrical,1
AINR,BAGL,3,2.09861228866811,electrical,1
AINR,AUAL,3,2.09861228866811,electrical,1
AINR,ADER,4,2.38629436111989,electrical,1
AINR,AINL,1,1,electrical,1
AINR,RIAL,2,1.69314718055995,electrical,1
AIYL,ASER,1,1,chemical,1
AIYL,AWAL,14,3.63905732961526,chemical,1
AIYL,AWCL,5,2.6094379124341,chemical,1
AIYL,AWCR,3,2.09861228866811,chemical,1
AIYL,AFDL,2,1.69314718055995,chemical,1
AIYL,AIBL,3,2.09861228866811,chemical,1
AIYL,AIZL,67,5.20469261939097,chemical,1
AIYL,RIAL,51,4.93182563272433,chemical,1
AIYL,RIBL,42,4.73766961828337,chemical,1
AIYL,RIH,1,1,chemical,1
AIYL,RIR,1,1,chemical,1
AIYL,HSNR,1,1,chemical,1
AIYL,AFDL,2,1.69314718055995,electrical,1
AIYL,AIYR,4,2.38629436111989,electrical,1
AIYL,AVKL,1,1,electrical,1
AIYL,RIML,5,2.6094379124341,electrical,1
AIYR,ADFR,1,1,chemical,1
AIYR,ASEL,2,1.69314718055995,chemical,1
AIYR,ASER,4,2.38629436111989,chemical,1
AIYR,ASGR,2,1.69314718055995,chemical,1
AIYR,AWAR,1,1,chemical,1
AIYR,AWBR,1,1,chemical,1
AIYR,AFDR,1,1,chemical,1
AIYR,BAGR,1,1,chemical,1
AIYR,AIYL,7,2.94591014905531,chemical,1
AIYR,AIZR,70,5.24849524204936,chemical,1
AIYR,AINL,1,1,chemical,1
AIYR,RIAR,50,4.91202300542815,chemical,1
AIYR,RIBR,60,5.0943445622221,chemical,1
AIYR,RIVR,1,1,chemical,1
AIYR,ASIR,1,1,electrical,1
AIYR,AUAR,1,1,electrical,1
AIYR,AIYL,4,2.38629436111989,electrical,1
AIYR,RIMR,3,2.09861228866811,electrical,1
AIZL,ADFL,1,1,chemical,1
AIZL,ASEL,4,2.38629436111989,chemical,1
AIZL,AWCR,2,1.69314718055995,chemical,1
AIZL,AFDL,1,1,chemical,1
AIZL,URYDL,3,2.09861228866811,chemical,1
AIZL,AIAL,12,3.484906649788,chemical,1
AIZL,AIBL,10,3.30258509299405,chemical,1
AIZL,AIBR,53,4.97029191355212,chemical,1
AIZL,RIAL,29,4.36729582998647,chemical,1
AIZL,RICR,11,3.39789527279837,chemical,1
AIZL,RIGL,4,2.38629436111989,chemical,1
AIZL,AVKR,4,2.38629436111989,chemical,1
AIZL,DVA,1,1,chemical,1
AIZL,AVEL,3,2.09861228866811,chemical,1
AIZL,AVER,26,4.25809653802148,chemical,1
AIZL,RIML,35,4.55534806148941,chemical,1
AIZL,SMBDL,24,4.17805383034795,chemical,1
AIZL,SMBVL,21,4.04452243772342,chemical,1
AIZL,SMDVL,3,2.09861228866811,chemical,1
AIZL,VB02,1,1,chemical,1
AIZL,ADFL,1,1,electrical,1
AIZL,ASGL,3,2.09861228866811,electrical,1
AIZL,ASHL,2,1.69314718055995,electrical,1
AIZL,AWAL,3,2.09861228866811,electrical,1
AIZL,AIBR,3,2.09861228866811,electrical,1
AIZL,AIZR,18,3.89037175789616,electrical,1
AIZL,RIGL,1,1,electrical,1
AIZL,RIH,1,1,electrical,1
AIZR,ADFR,1,1,chemical,1
AIZR,ASER,2,1.69314718055995,chemical,1
AIZR,AWAR,1,1,chemical,1
AIZR,AWCR,2,1.69314718055995,chemical,1
AIZR,AIAR,5,2.6094379124341,chemical,1
AIZR,AIBL,50,4.91202300542815,chemical,1
AIZR,AIBR,3,2.09861228866811,chemical,1
AIZR,RIAR,25,4.2188758248682,chemical,1
AIZR,DVA,3,2.09861228866811,chemical,1
AIZR,AVEL,28,4.3322045101752,chemical,1
AIZR,AVER,1,1,chemical,1
AIZR,RIMR,34,4.52636052461616,chemical,1
AIZR,SIADR,1,1,chemical,1
AIZR,SMBDR,17,3.83321334405622,chemical,1
AIZR,SMBVR,10,3.30258509299405,chemical,1
AIZR,SMDDR,4,2.38629436111989,chemical,1
AIZR,ASGR,1,1,electrical,1
AIZR,ASHR,6,2.79175946922805,electrical,1
AIZR,AWAR,3,2.09861228866811,electrical,1
AIZR,AIBL,4,2.38629436111989,electrical,1
AIZR,AIZL,18,3.89037175789616,electrical,1
AIZR,SIBVL,1,1,electrical,1
ALA,ASJR,4,2.38629436111989,chemical,1
ALA,RIAR,2,1.69314718055995,chemical,1
ALA,AVAR,3,2.09861228866811,chemical,1
ALA,AVDR,1,1,chemical,1
ALA,AVEL,8,3.07944154167984,chemical,1
ALA,AVER,4,2.38629436111989,chemical,1
ALA,RMDR,3,2.09861228866811,chemical,1
ALA,ASJL,2,1.69314718055995,electrical,1
ALA,ASKR,1,1,electrical,1
ALA,RID,4,2.38629436111989,electrical,1
ALA,AVAL,1,1,electrical,1
ALA,AVER,3,2.09861228866811,electrical,1
ALA,HSNR,1,1,electrical,1
ALML,CEPDL,2,1.69314718055995,chemical,1
ALML,CEPVL,3,2.09861228866811,chemical,1
ALML,ALML,1,1,chemical,1
ALML,BDUL,15,3.70805020110221,chemical,1
ALML,SDQL,2,1.69314718055995,chemical,1
ALML,AIML,1,1,chemical,1
ALML,RICL,2,1.69314718055995,chemical,1
ALML,RICR,3,2.09861228866811,chemical,1
ALML,RIFL,2,1.69314718055995,chemical,1
ALML,RMGL,3,2.09861228866811,chemical,1
ALML,PVCL,11,3.39789527279837,chemical,1
ALML,PVCR,4,2.38629436111989,chemical,1
ALML,AVDR,3,2.09861228866811,chemical,1
ALML,AVEL,3,2.09861228866811,chemical,1
ALML,RMDDR,1,1,chemical,1
ALML,SMBDR,2,1.69314718055995,chemical,1
ALML,AVM,7,2.94591014905531,electrical,1
ALML,BDUL,23,4.13549421592915,electrical,1
ALML,RMGL,3,2.09861228866811,electrical,1
ALML,PVR,3,2.09861228866811,electrical,1
